SelectedSNPs,NeutralSNPs,SelectedSubstitutions,NeutralSubstitutions,SelectedSites,NeutralSites,dNdS,OmegaA.simulated,OmegaNA.simulated,Alpha.simulated,dataset,pn,Lpn,ps,Lps,dn,Ldn,ds,Lds,model,X.param,lnL,Alpha.inferred,alpha_down,alpha_up,OmegaA.inferred,omegaA_down,omegaA_up,prop_subst_sdel,prop_subst_wdel,prop_subst_wadv,prop_subst_sadv,Neutral.f0,Neutral.syno_orientation_error,GammaZero.negGmean,GammaZero.negGshape,GammaZero.syno_orientation_error,GammaExpo.negGmean,GammaExpo.negGshape,GammaExpo.posGmean,GammaExpo.pos_prop,GammaExpo.syno_orientation_error,GammaGamma.negGmean,GammaGamma.negGshape,GammaGamma.posGmean,GammaGamma.posGshape,GammaGamma.pos_prop,GammaGamma.syno_orientation_error,DisplGamma.negGmean,DisplGamma.negGshape,DisplGamma.s0,DisplGamma.syno_orientation_error,ScaledBeta.Ba,ScaledBeta.Bb,ScaledBeta.med_prop,ScaledBeta.syno_orientation_error,FGMBesselK.BKm,FGMBesselK.BKnsz2,FGMBesselK.BKsigma,FGMBesselK.BKscale,FGMBesselK.syno_orientation_error,theta,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,obs_specS1,obs_specS2,obs_specS3,obs_specS4,obs_specS5,obs_specS6,obs_specS7,obs_specS8,obs_specS9,obs_specS10,obs_specS11,obs_specS12,obs_specS13,obs_specS14,obs_specS15,obs_specS16,obs_specS17,obs_specS18,obs_specS19,exp_specS1,exp_specS2,exp_specS3,exp_specS4,exp_specS5,exp_specS6,exp_specS7,exp_specS8,exp_specS9,exp_specS10,exp_specS11,exp_specS12,exp_specS13,exp_specS14,exp_specS15,exp_specS16,exp_specS17,exp_specS18,exp_specS19,obs_specN1,obs_specN2,obs_specN3,obs_specN4,obs_specN5,obs_specN6,obs_specN7,obs_specN8,obs_specN9,obs_specN10,obs_specN11,obs_specN12,obs_specN13,obs_specN14,obs_specN15,obs_specN16,obs_specN17,obs_specN18,obs_specN19,exp_specN1,exp_specN2,exp_specN3,exp_specN4,exp_specN5,exp_specN6,exp_specN7,exp_specN8,exp_specN9,exp_specN10,exp_specN11,exp_specN12,exp_specN13,exp_specN14,exp_specN15,exp_specN16,exp_specN17,exp_specN18,exp_specN19,obs_dS,exp_dS,obs_dN,exp_dN,Alpha.basic,Alpha.FWW,OmegaA.basic,OmegaA.FWW,OmegaNA.basic,OmegaNA.FWW,OmegaNA.inferred,Scenario,PropPosSel,Replicate,AlphaCategory,NewPopSize,PropAdmixt,omegaA,omegaNA,alpha,MergeTime
672,3212,406,3296,561375,187125,0.0410599,0.00161812,0.0394417,0.0394089,all,672,561375,3212,187125,406,561375,3296,187125,GammaExpo,25,-125.8353,0.0128,0,0.0000,5e-04,0,0,0.0028,0.9843,1e-04,0.0128,NA,NA,NA,NA,NA,110061.923402,0.251225,50.824305,1e-05,0.058994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.005469,0.835014,0.865088,0.961193,1.034133,0.97791,0.788591,0.802311,0.906535,0.898283,0.886251,1.076215,0.804388,0.689508,0.693176,0.814857,0.580859,0.517829,0.467336,976,403,289,218,199,160,107,105,104,96,79,95,67,57,55,62,46,45,49,966.2184,404.877,280.7773,235.0441,203.3448,161.1785,112.1547,100.619,101.979,91.9318,83.5358,94.492,66.527,54.3686,52.874,61.3457,44.5952,43.3371,51.9032,281,96,49,61,40,28,23,11,13,9,16,12,8,4,4,6,3,2,6,290.7816,94.123,57.2227,43.9559,35.6552,26.8215,17.8453,15.381,15.021,13.0682,11.4642,12.508,8.473,6.6314,6.126,6.6543,4.4048,3.6629,3.0968,3296,3295.1158,406,406.8842,-0.698458,-0.306534,-0.0286786,-0.0125862,0.0697385,0.0536461,0.040621,Panmictic,1e-05,10,2,NA,NA,NA,NA,NA,NA
699,3288,415,3222,561375,187125,0.042934,0.00300021,0.0399338,0.0698795,all,699,561375,3288,187125,415,561375,3222,187125,GammaExpo,25,-120.391,0.1443,0,0.0000,0.0062,0,0,0.0031,0.85,0.0027,0.1443,NA,NA,NA,NA,NA,21298.165867,0.309149,26.206149,0.000238,0.024347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.005674,0.841168,0.959439,0.808184,0.86276,0.832854,0.853227,0.903976,0.830623,0.781143,0.903264,0.843124,0.876368,0.673516,0.688591,0.644607,0.675972,0.516773,0.586529,1040,443,326,206,185,144,121,121,102,79,90,75,74,54,52,44,48,38,46,1037.3463,436.9273,332.7809,210.6225,180.2485,145.3422,127.9727,119.0108,97.5648,82.9448,87.6645,75.5133,73.0755,52.7415,51.1184,45.904,47.0193,36.4228,47.1443,322,94,72,42,25,24,26,15,9,15,9,10,8,5,5,7,4,2,5,324.6537,100.0727,65.2191,37.3775,29.7515,22.6578,19.0273,16.9892,13.4352,11.0552,11.3355,9.4867,8.9245,6.2585,5.8816,5.096,4.9807,3.5772,3.8557,3222,3221.5671,415,415.4329,-0.650528,-0.217269,-0.0279298,-0.00932824,0.0708637,0.0522622,0.0367789,Panmictic,2e-05,1,3,NA,NA,NA,NA,NA,NA
656,3135,439,3323,561375,187125,0.0440365,0.00401244,0.0400241,0.0911162,all,656,561375,3135,187125,439,561375,3323,187125,GammaExpo,25,-121.5345,1e-04,0,0.0000,0,0,0,0.0019,0.1986,0.7994,1e-04,NA,NA,NA,NA,NA,2676.783643,0.600107,0.001357,0.035605,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.005485,0.895886,0.75511,0.754733,0.857572,0.740041,0.866435,0.856909,0.820458,0.793787,0.64883,0.688207,0.701855,0.984798,0.6826,0.646206,0.657863,0.836435,1.04705,1023,468,257,183,179,128,124,115,94,86,63,57,53,71,48,41,39,51,55,1026.3553,459.7488,258.3369,193.6561,176.0346,126.5908,127.0386,109.9366,93.5646,81.4707,60.5391,58.8621,55.4117,72.1966,46.706,41.4523,39.7177,47.6933,56.5603,315,88,48,43,25,18,22,11,13,7,6,10,10,11,5,6,6,3,9,311.6447,96.2512,46.6631,32.3439,27.9654,19.4092,18.9614,16.0634,13.4354,11.5293,8.4609,8.1379,7.5883,9.8034,6.294,5.5477,5.2823,6.3067,7.4397,3323,3327.0396,439,434.9604,-0.583916,-0.164889,-0.0257136,-0.00726113,0.0697501,0.0512976,0.0436289,Panmictic,2e-05,2,3,NA,NA,NA,NA,NA,NA
655,2949,418,3396,561375,187125,0.0410287,0.00392619,0.0371025,0.0956938,all,655,561375,2949,187125,418,561375,3396,187125,GammaExpo,25,-119.566,1e-04,0,0.0000,0,0,0,0.0029,0.6537,0.3432,1e-04,NA,NA,NA,NA,NA,11451.715318,0.364796,0.000875,0.015031,0.021739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.005018,0.972547,0.892675,0.888035,0.732161,0.955344,0.695653,0.751875,0.846464,0.707428,0.787162,0.733876,0.70738,0.666653,0.92405,0.855148,0.80943,0.795552,0.746852,930,443,271,196,140,147,93,83,88,69,65,59,52,50,59,55,49,50,50,919.7172,447.8145,274.4219,205.0798,135.5152,147.663,92.3862,87.6172,87.9707,66.4315,67.5237,58.0535,52.0498,46.0122,60.3642,53.4627,49.2478,48.7218,51.3563,285,110,59,47,19,25,14,18,13,7,12,7,7,2,9,5,6,4,6,295.2828,105.1855,55.5781,37.9202,23.4848,24.337,14.6138,13.3828,13.0293,9.5685,9.4763,7.9465,6.9502,5.9878,7.6358,6.5373,5.7522,5.2782,4.6437,3396,3391.6112,418,422.3888,-0.804504,-0.34032,-0.0330077,-0.0139629,0.0740364,0.0549915,0.0414544,Panmictic,2e-05,3,3,NA,NA,NA,NA,NA,NA
686,3222,420,3287,561375,187125,0.042592,0.00334652,0.0392455,0.0785714,all,686,561375,3222,187125,420,561375,3287,187125,GammaExpo,25,-121.2441,0.1477,0,0.0000,0.0063,0,0,0.0032,0.8453,0.0039,0.1477,NA,NA,NA,NA,NA,15329.508951,0.321966,21.92703,0.000291,0.002916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.005289,0.995967,0.846879,0.878293,0.826548,0.846826,0.814697,0.956604,0.920128,0.820337,0.845543,0.913379,1.002452,0.866773,0.524869,0.888931,0.850263,0.829252,0.935272,995,495,271,216,158,138,120,114,105,84,71,73,78,63,37,56,51,46,51,986.9916,491.5898,278.7216,216.8421,163.293,139.4547,115.0344,118.2318,101.1323,81.1908,76.1271,75.4427,76.5101,61.5144,34.8337,55.4683,50.1751,46.6597,51.2758,304,109,62,39,32,23,12,21,10,8,15,12,8,6,2,6,5,6,6,312.0084,112.4102,54.2784,38.1579,26.707,21.5453,16.9656,16.7682,13.8677,10.8092,9.8729,9.5573,9.4899,7.4856,4.1663,6.5317,5.8249,5.3403,5.7242,3287,3285.8676,420,421.1324,-0.666284,-0.233574,-0.0283784,-0.00994839,0.0709704,0.0525404,0.0364008,Panmictic,2e-05,4,3,NA,NA,NA,NA,NA,NA
652,3233,420,3256,561375,187125,0.0429975,0.0045045,0.038493,0.104762,all,652,561375,3233,187125,420,561375,3256,187125,GammaExpo,25,-126.8608,0.2298,0,0.0000,0.0099,0,0,0.0031,0.7598,0.0072,0.2298,NA,NA,NA,NA,NA,12014.675006,0.343223,19.916196,0.000503,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.005183,0.959604,0.957429,0.974402,0.939886,0.849666,0.939974,0.918908,0.856609,0.909003,0.800127,0.886014,0.88965,0.661412,0.862658,1.025039,0.884322,0.768936,0.898541,974,473,301,240,177,139,131,103,94,84,71,74,66,42,58,67,54,43,42,969.9518,465.3849,309.5533,236.2807,182.3288,137.3558,130.2471,111.4121,92.3188,88.169,70.5531,71.6159,66.3783,45.8241,55.7825,62.1399,50.4559,41.435,45.8706,292,93,65,35,33,18,17,23,10,15,8,6,8,9,4,2,2,3,9,296.0482,100.6151,56.4467,38.7193,27.6712,19.6442,17.7529,14.5879,11.6812,10.831,8.4469,8.3841,7.6217,5.1759,6.2175,6.8601,5.5441,4.565,5.1294,3256,3257.0712,420,418.9288,-0.563425,-0.158951,-0.0242259,-0.00683448,0.0672234,0.049832,0.0330306,Panmictic,2e-05,5,3,NA,NA,NA,NA,NA,NA
728,3236,446,3164,561375,187125,0.0469869,0.00474083,0.0422461,0.100897,all,728,561375,3236,187125,446,561375,3164,187125,GammaExpo,25,-124.0571,1e-04,0,0.0000,0,0,0,0.0021,0.2248,0.7731,1e-04,NA,NA,NA,NA,NA,2362.630782,0.581192,0.055163,0.035461,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.004953,1.08495,1.019597,0.909623,0.948105,1.055012,0.760939,0.969217,0.958497,1.02968,0.92826,0.912678,0.879952,0.922302,0.890198,0.829658,1.07464,1.053642,1.023101,922,504,329,215,165,157,100,113,100,90,78,72,63,62,55,50,60,54,47,926.7784,502.754,314.9801,210.7547,175.7367,162.9604,100.746,112.2812,98.7016,95.4285,78.2083,70.4875,62.7323,61.0549,55.0011,48.0568,58.5855,54.2496,49.9046,314,114,48,34,41,33,17,17,14,20,12,9,9,8,8,5,7,8,10,309.2216,115.246,62.0199,38.2453,30.2633,27.0396,16.254,17.7188,15.2984,14.5715,11.7917,10.5125,9.2677,8.9451,7.9989,6.9432,8.4145,7.7504,7.0954,3164,3162.503,446,447.497,-0.595969,-0.175829,-0.0280028,-0.00826168,0.0749897,0.0552486,0.0471423,Panmictic,2e-05,6,3,NA,NA,NA,NA,NA,NA
703,3222,413,3218,561375,187125,0.0427802,0.00445411,0.0383261,0.104116,all,703,561375,3222,187125,413,561375,3218,187125,GammaExpo,25,-120.911,1e-04,0,0.0000,0,0,0,0.0025,0.5152,0.4822,1e-04,NA,NA,NA,NA,NA,10839.825476,0.390065,0.002863,0.020923,0.004032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.005551,0.889112,0.932379,0.778433,0.762632,0.860819,0.781298,0.795638,0.686288,0.730516,0.684545,0.676848,0.82125,1.049447,0.782597,0.846375,0.880905,0.69968,0.896965,1033,464,321,207,159,147,113,104,74,72,64,57,68,75,56,55,58,44,51,1034.6783,460.0814,321.732,201.5178,157.9951,148.671,115.7118,103.1594,79.143,75.8748,64.6943,58.7019,65.8412,78.276,54.6264,55.6073,54.8332,41.6756,52.5919,318,100,64,31,26,26,21,15,17,15,10,10,7,14,6,8,4,3,8,316.3217,103.9186,63.268,36.4822,27.0049,24.329,18.2882,15.8406,11.857,11.1252,9.3057,8.2981,9.1588,10.724,7.3736,7.3927,7.1668,5.3244,6.4081,3218,3214.0949,413,416.9051,-0.700066,-0.287336,-0.029949,-0.0122923,0.0727292,0.0550725,0.0431789,Panmictic,2e-05,7,3,NA,NA,NA,NA,NA,NA
634,3068,418,3219,561375,187125,0.0432847,0.00372787,0.0395568,0.0861244,all,634,561375,3068,187125,418,561375,3219,187125,GammaExpo,25,-117.01,0.1854,0,0.0000,0.008,0,0,0.0032,0.5511,0.2604,0.1854,NA,NA,NA,NA,NA,4069.994261,0.433324,2.818901,0.005975,0.027624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.005092,0.982524,1.003004,0.980284,0.844107,0.88298,0.809158,0.775022,0.812064,0.618968,0.647469,0.780415,0.958567,0.982549,0.645852,0.770771,0.873864,0.888641,0.468316,932,462,306,221,158,139,108,96,88,58,54,64,74,67,42,51,55,58,35,927.9678,456.6317,311.3415,228.6912,157.9082,138.0191,108.7459,91.4653,85.5482,58.9818,56.4332,62.8277,71.927,69.3401,43.2958,49.7087,55.2975,57.4403,35.1662,301,94,61,44,23,18,15,7,8,8,9,6,6,10,6,4,6,5,3,305.0322,99.3683,55.6585,36.3088,23.0918,18.9809,14.2541,11.5347,10.4518,7.0182,6.5668,7.1723,8.073,7.6599,4.7042,5.2913,5.7025,5.5597,2.8338,3219,3217.8257,418,419.1743,-0.591397,-0.0994795,-0.0255984,-0.00430594,0.0688831,0.0475906,0.0353583,Panmictic,2e-05,8,3,NA,NA,NA,NA,NA,NA
610,2855,427,3297,561375,187125,0.0431706,0.0051562,0.0380144,0.119438,all,610,561375,2855,187125,427,561375,3297,187125,GammaExpo,25,-117.8729,0.0028,0,0.0000,1e-04,0,0,0.0029,0.5974,0.3968,0.0028,NA,NA,NA,NA,NA,7988.00489,0.387472,0.787237,0.011416,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00471,0.895865,0.866223,0.877993,0.971181,0.872505,0.940041,0.753353,0.984363,1.056594,0.955872,0.732364,0.872636,0.73019,1.099294,0.610823,0.803147,0.470611,0.936419,885,394,245,197,176,129,117,84,90,95,79,53,60,48,62,32,43,23,43,881.2949,394.7605,254.466,193.4427,171.1793,128.1557,118.3505,82.9908,96.3905,93.117,76.5823,53.7857,59.1577,45.9652,64.5868,33.6447,41.6359,23.0415,43.4348,273,89,58,30,23,19,19,11,20,11,8,8,7,4,11,6,4,3,6,276.7051,88.2395,48.534,33.5573,27.8207,19.8443,17.6495,12.0092,13.6095,12.883,10.4177,7.2143,7.8423,6.0348,8.4132,4.3553,5.3641,2.9585,5.5652,3297,3296.8488,427,427.1512,-0.649737,-0.215029,-0.0280495,-0.00928291,0.0712201,0.0524535,0.043063,Panmictic,2e-05,9,3,NA,NA,NA,NA,NA,NA
634,2932,418,3325,561375,187125,0.0419048,0.00370927,0.0381955,0.0885167,all,634,561375,2932,187125,418,561375,3325,187125,GammaExpo,25,-117.5925,2e-04,0,0.0000,0,0,0,0.0026,0.8198,0.1775,2e-04,NA,NA,NA,NA,NA,60009.693308,0.280803,0.0015,0.007691,0.026473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.005137,0.87862,0.862672,0.808855,0.801772,0.792544,0.825403,0.871784,0.809104,0.80721,0.905591,0.70277,0.675194,0.683359,0.801304,0.521608,0.493179,0.89315,0.775806,940,412,274,187,151,124,112,98,90,73,79,57,52,47,53,36,32,57,58,937.0746,412.32,270.3688,190.5048,151.4093,125.0424,111.9525,103.8185,85.9947,77.5875,79.5961,57.0359,51.0546,48.5726,54.0652,33.8236,31.3292,57.7941,57.9487,276,95,51,39,27,22,18,22,9,16,12,8,6,8,8,2,3,7,5,278.9254,94.68,54.6312,35.4952,26.5907,20.9576,18.0475,16.1815,13.0053,11.4125,11.4039,7.9641,6.9454,6.4274,6.9348,4.1764,3.6708,6.2059,5.0513,3325,3319.0096,418,423.9904,-0.720048,-0.324079,-0.0301735,-0.0135805,0.0720782,0.0554852,0.0424985,Panmictic,2e-05,10,3,NA,NA,NA,NA,NA,NA
548,2427,649,3553,561375,187125,0.0608875,0.0177315,0.043156,0.291217,all,548,561375,2427,187125,649,561375,3553,187125,GammaExpo,25,-118.6252,0.1637,0,0.0000,0.01,0,0,0.002,0.3969,0.4374,0.1637,NA,NA,NA,NA,NA,8070.14723,0.394348,2.160754,0.013908,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.004451,0.892994,0.909188,0.836714,0.725292,0.788219,0.537836,0.474683,0.581852,0.636713,0.608781,0.714161,0.569724,0.627462,0.749248,0.913792,0.440123,0.668805,0.800718,836,373,242,181,121,103,67,50,54,58,47,50,36,35,38,51,19,30,36,832.9663,371.9168,252.4409,174.2386,120.8288,109.4266,63.9999,49.4244,53.8514,53.036,46.0994,49.5727,36.5047,37.3325,41.6065,47.5724,21.5652,30.9496,35.1038,256,82,59,24,20,24,7,7,8,3,6,7,6,8,10,4,6,6,5,259.0337,83.0832,48.5591,30.7614,20.1712,17.5734,10.0001,7.5756,8.1486,7.964,6.9006,7.4273,5.4953,5.6675,6.3935,7.4276,3.4348,5.0504,5.8962,3553,3552.499,649,649.501,-0.236122,0.0561075,-0.0143769,0.00341625,0.0752644,0.0574713,0.0509618,Panmictic,1e-04,1,4,NA,NA,NA,NA,NA,NA
544,2283,647,3415,561375,187125,0.0631528,0.0181552,0.0449976,0.287481,all,544,561375,2283,187125,647,561375,3415,187125,GammaExpo,25,-115.2186,0.0443,0,0.0000,0.0028,0,0,0.0018,0.4313,0.5226,0.0443,NA,NA,NA,NA,NA,18269.632472,0.345067,1.331524,0.018536,0.019012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00433,0.796038,0.777291,0.864029,0.650973,0.486789,0.701915,0.591334,0.550808,0.526639,0.542939,0.564685,0.62167,0.476422,0.779987,1.139086,0.912743,0.768455,0.893291,800,318,205,164,107,64,79,57,50,46,40,40,41,30,42,64,48,36,52,795.6656,317.0486,206.6489,172.5262,104.1543,65.0234,80.5347,59.5122,49.4172,42.6714,40.1619,38.4909,39.3787,28.2722,43.7349,60.9749,47.3633,39.853,51.1316,249,76,46,43,17,13,16,13,8,4,7,5,5,3,9,7,7,10,6,253.3344,76.9514,44.3511,34.4738,19.8457,11.9766,14.4653,10.4878,8.5828,7.3286,6.8381,6.5091,6.6213,4.7278,7.2651,10.0251,7.6367,6.147,6.8684,3415,3416.5327,647,645.4673,-0.257707,0.00778768,-0.0162749,0.000491813,0.0794277,0.0626609,0.0602148,Panmictic,1e-04,2,4,NA,NA,NA,NA,NA,NA
593,2568,627,3428,561375,187125,0.0609685,0.0182808,0.0426877,0.299841,all,593,561375,2568,187125,627,561375,3428,187125,GammaExpo,25,-121.1562,0.0571,0,0.0000,0.0035,0,0,0.0018,0.1932,0.7478,0.0571,NA,NA,NA,NA,NA,1697.142998,0.595543,1.295482,0.025895,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.004349,0.964576,0.863765,0.894755,0.767272,0.848451,0.709045,0.897107,0.827272,0.812416,0.599449,0.807114,0.803949,0.89415,0.780779,0.627346,0.988036,0.815267,0.777652,810,398,235,173,134,117,78,97,71,64,45,54,50,48,43,33,47,39,32,813.744,392.4588,234.2945,182.0255,124.8726,115.0703,82.4259,91.2519,74.7986,66.1098,44.3453,54.732,50.3237,51.9721,42.3569,31.9062,47.2946,36.8566,33.3058,285,82,43,40,11,16,17,8,15,12,6,9,8,12,6,4,8,4,7,281.256,87.5412,43.7055,30.9745,20.1274,17.9297,12.5741,13.7481,11.2014,9.8902,6.6547,8.268,7.6763,8.0279,6.6431,5.0938,7.7054,6.1434,5.6942,3428,3427.5574,627,627.4426,-0.262505,0.0914626,-0.0160045,0.00557634,0.076973,0.0553922,0.0575282,Panmictic,1e-04,3,4,NA,NA,NA,NA,NA,NA
532,2450,616,3469,561375,187125,0.0591909,0.0175843,0.0416066,0.297078,all,532,561375,2450,187125,616,561375,3469,187125,GammaExpo,25,-115.3096,0.006,0,0.0000,4e-04,0,0,0.0013,0.1016,0.8911,0.006,NA,NA,NA,NA,NA,1861.304991,0.690818,0.784135,0.034819,0.00888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.004807,0.837256,0.723734,0.665871,0.579832,0.540307,0.515434,0.681827,0.452756,0.714633,0.487479,0.56472,0.509882,0.706239,0.609834,0.794333,0.549408,0.971292,0.986341,887,372,224,147,102,79,66,79,42,68,39,41,38,43,37,49,31,53,53,891.8828,373.5627,215.4006,148.7321,103.6885,80.5856,65.9581,76.4318,45.1749,64.2777,39.9389,42.516,35.5465,45.9106,37.2171,45.8436,30.2732,51.983,54.1566,275,77,29,26,18,14,10,9,10,6,7,8,3,10,6,4,4,7,9,270.1172,75.4373,37.5994,24.2679,16.3115,12.4144,10.0419,11.5682,6.8251,9.7223,6.0611,6.484,5.4535,7.0894,5.7829,7.1564,4.7268,8.017,7.8434,3469,3474.4996,616,610.5004,-0.222839,0.148893,-0.01319,0.0088131,0.072381,0.0503778,0.05831,Panmictic,1e-04,4,4,NA,NA,NA,NA,NA,NA
594,2464,641,3405,561375,187125,0.0627509,0.0178169,0.0449339,0.283931,all,594,561375,2464,187125,641,561375,3405,187125,GammaExpo,25,-118.9302,0.1552,0,0.0000,0.0098,0,0,0.0021,0.3838,0.4588,0.1552,NA,NA,NA,NA,NA,4673.593783,0.422275,2.079174,0.015125,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.004366,0.96206,0.750434,0.623416,0.796821,0.716769,0.714489,0.86955,0.761248,0.80446,0.629068,0.876832,0.687933,0.680836,0.601631,0.657206,0.964198,1.055129,0.970498,820,389,204,124,130,100,90,85,72,68,48,55,41,40,33,32,49,45,39,816.9736,392.989,204.3617,127.3286,130.1963,97.5969,83.3883,88.7999,69.1021,65.7223,46.7211,59.6957,43.2325,39.7304,32.7678,33.5575,46.3367,47.8896,41.73,276,98,42,27,23,14,7,18,8,8,6,14,9,6,5,7,5,11,10,279.0264,94.011,41.6383,23.6714,22.8037,16.4031,13.6117,14.2001,10.8979,10.2777,7.2789,9.3043,6.7675,6.2696,5.2322,5.4425,7.6633,8.1104,7.27,3405,3401.9463,641,644.0537,-0.280574,0.0688106,-0.0176063,0.00431792,0.0803571,0.0584329,0.0532634,Panmictic,1e-04,5,4,NA,NA,NA,NA,NA,NA
548,2373,651,3558,561375,187125,0.0609893,0.0171445,0.0438449,0.281106,all,548,561375,2373,187125,651,561375,3558,187125,GammaExpo,25,-114.5117,0.4203,0,0.0000,0.0257,0,0,0.0024,0.5748,0.0025,0.4203,NA,NA,NA,NA,NA,9459.909071,0.343493,47.107831,0.000546,0.033819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.004551,0.901017,0.780009,0.693025,0.688991,0.58318,0.559077,0.573302,0.672787,0.73574,0.60192,0.480413,0.621923,0.68978,0.651855,0.507414,0.59344,0.728603,0.719999,832,370,217,138,119,74,66,65,63,65,46,33,42,42,41,29,35,44,52,824.3098,372.1175,215.2503,143.8018,114.7024,81.1725,66.9537,60.3397,63.2687,62.6552,46.9495,34.6696,41.9215,43.8501,39.5109,29.747,34.4194,43.797,51.9158,274,92,42,32,15,20,11,4,9,6,7,6,5,7,3,4,3,4,4,281.6902,89.8825,43.7497,26.1982,19.2976,12.8275,10.0463,8.6603,8.7313,8.3448,6.0505,4.3304,5.0785,5.1499,4.4891,3.253,3.5806,4.203,4.0842,3558,3556.1901,651,652.8099,-0.262141,0.150547,-0.0159878,0.00918175,0.0769771,0.0518076,0.0354549,Panmictic,1e-04,6,4,NA,NA,NA,NA,NA,NA
534,2389,654,3407,561375,187125,0.0639859,0.0191762,0.0448097,0.299694,all,534,561375,2389,187125,654,561375,3407,187125,GammaExpo,25,-118.8022,0.2806,0,0.0000,0.018,0,0,0.0015,0.6901,0.0278,0.2806,NA,NA,NA,NA,NA,909502.867359,0.200597,10.812987,0.001787,0.054328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.004672,0.913826,0.784938,0.644598,0.698785,0.653519,0.684847,0.541631,0.678015,0.561441,0.633772,0.57923,0.655033,0.599666,0.569859,0.527055,0.55101,0.464523,0.446019,835,367,228,132,113,91,81,58,66,56,51,46,44,41,37,35,37,32,39,829.3373,380.2042,218.5318,135.1581,117.7691,92.2763,83.3963,58.1241,65.2176,49.089,50.9837,43.35,46.1069,40.1636,36.8258,33.4957,35.5242,32.3706,40.5959,235,103,37,30,27,18,17,10,10,1,8,4,9,5,5,3,3,4,5,240.6627,89.7958,46.4682,26.8419,22.2309,16.7237,14.6037,9.8759,10.7824,7.911,8.0163,6.65,6.8931,5.8364,5.1742,4.5043,4.4758,3.6294,3.4041,3407,3406.5312,654,654.4688,-0.164446,0.139799,-0.0105223,0.00894519,0.0745082,0.0550407,0.0460629,Panmictic,1e-04,7,4,NA,NA,NA,NA,NA,NA
626,2662,602,3367,561375,187125,0.0595981,0.018513,0.041085,0.310631,all,626,561375,2662,187125,602,561375,3367,187125,GammaExpo,25,-119.8425,0.4291,0,0.0000,0.0256,0,0,0.0027,0.5652,0.003,0.4291,NA,NA,NA,NA,NA,4191.459853,0.386212,43.891524,0.000584,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.004537,0.936807,0.839369,0.77399,0.888935,0.868583,0.94145,0.660763,0.700112,0.76007,0.677923,0.842125,0.750617,0.971827,0.868914,0.674631,0.806425,0.795872,0.936164,848,403,241,168,143,121,108,67,70,69,52,60,47,62,51,35,41,37,39,849.0638,397.7045,237.5593,164.2917,150.9525,122.9137,114.193,70.1288,66.0489,64.5348,52.3272,59.5849,49.0247,58.9388,49.1842,35.8003,40.2769,37.5414,41.8349,311,93,45,26,33,21,23,13,5,4,7,7,8,4,4,5,4,5,8,309.9362,98.2955,48.4407,29.7083,25.0475,19.0863,16.807,9.8712,8.9511,8.4652,6.6728,7.4151,5.9753,7.0612,5.8158,4.1997,4.7231,4.4586,5.1651,3367,3365.5754,602,603.4246,-0.315264,0.12002,-0.0187891,0.00715299,0.0783872,0.0524451,0.0341048,Panmictic,1e-04,8,4,NA,NA,NA,NA,NA,NA
